"material","num_buckets","bucket_size_gallons","num_bags","bag_size_gallons","total_small","units_small","large_volume","units_large","station_id_volume","filename"
"Plastic","0.05","1.0",NA,NA,"0.05","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Fabric and Cloth","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Biohazard","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Biodegradable","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Construction","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Glass","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Metal","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Miscellaneous","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
"Large Items","0.0",NA,NA,NA,"0","GALLONS",NA,"   ft3","54.0","Site 54_11-13-2021/Data for Site #54 11-13-21.xlsx"
